"Ticket ID","Subject","Full_Ticket_Text","Issue Type","Assigned Team","Severity"
970,"Custom sales application report export failing","When trying to export a large report from the custom sales application to PDF, the process fails every time.","Software","Application Support","Medium"
971,"Wi-Fi keeps dropping on a single AP","My connection constantly drops when connected to Access Point AP-07, but works fine on all neighboring access points.","Network","Networking","Low"
972,"MFA enrollment required for new token","I purchased a new physical Yubikey and need to enroll it as my primary multi-factor authentication method.","Account/Access","Security & Access","Low"
973,"Missing cable from monitor box","I received a new monitor, but the box did not contain the HDMI cable.","Hardware","Desktop Support","Low"
974,"High latency to external cloud resources","We are seeing 500ms+ latency when accessing our AWS S3 buckets from the main office.","Network","Networking","High"
975,"Microsoft Word printing blank pages","When attempting to print a document from Microsoft Word, the printer produces blank pages.","Software","Application Support","Low"
976,"Broken key on numeric keypad","The 'Enter' key on the numeric keypad portion of my keyboard is physically broken and not registering clicks.","Hardware","Desktop Support","Low"
977,"Two-factor recovery code lost","I lost my phone and my 2FA recovery codes. I am locked out of all systems. Need an emergency MFA reset.","Account/Access","Security & Access","Critical"
978,"Core network uplink link flapping","The main fiber uplink connection to our internet router is constantly going down and coming back up.","Network","Networking","Critical"
979,"Database corruption in QA environment","The QA database environment has experienced data corruption and needs to be urgently restored from the latest clean Production backup.","Database","Database Ops","Medium"
980,"Adobe Acrobat PDF editor crashing","Adobe Acrobat Pro crashes every time I try to add comments or highlights to a PDF document.","Software","Application Support","Medium"
981,"Wi-Fi coverage drops in the main lobby","The Wi-Fi signal is unavailable in the main lobby and reception area. Visitors cannot use the guest network.","Network","Networking","Medium"
982,"User is unable to log in to HR Portal","User P. Smith is receiving a generic 'Login Failed' error on the HR portal. Password reset attempts are unsuccessful.","Account/Access","Security & Access","Medium"
983,"Faulty projector remote sensor","The projector in Room A only responds to the remote control if you stand right next to the screen.","Hardware","Desktop Support","Low"
984,"Network traffic spiking at 10 AM daily","Network monitoring shows a massive spike in internal network traffic every day at exactly 10:00 AM. Unknown cause.","Network","Networking","Medium"
985,"Custom HR application generates incorrect data","The custom HR system is generating incorrect yearly bonus calculations for all employees. Critical data bug.","Software","Application Support","Critical"
986,"Laptop screen is dark/blank","My laptop screen is completely blank/black, even though the laptop is clearly powered on.","Hardware","Desktop Support","Medium"
987,"Need temporary elevated rights for installation","I need temporary local administrator rights on my machine for 4 hours to troubleshoot a driver issue on a peripheral.","Account/Access","Security & Access","Low"
988,"Network switch high utilization","Network monitoring is flagging a distribution switch in the server room running at 90% utilization constantly.","Network","Networking","High"
